# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
CY43_17635	CY43_17635	AHX79093	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_17640	CY43_17640	AHX79094	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_17645	CY43_17645	AHX79095	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_17650	CY43_17650	AHX79096	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_17655	CY43_17655	AHX79097	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
CY43_17660	CY43_17660	AHX79098	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_17665	CY43_17665	CY43_17665-1	rRNA	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_17670	CY43_17670	CY43_17670-1	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_17675	CY43_17675	CY43_17675-1	rRNA	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_17680	CY43_17680	CY43_17680-1	rRNA	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_17745	CY43_17745	AHX79108	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_17765	CY43_17765	AHX79112	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_17775	CY43_17775	AHX79114	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_17780	CY43_17780	AHX79115	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CY43_17785	CY43_17785	AHX79116	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_17790	CY43_17790	AHX79117	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_17800	CY43_17800	AHX79119	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_17810	CY43_17810	AHX79121	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_17815	CY43_17815	AHX79122	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_17820	CY43_17820	AHX79123	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_17825	CY43_17825	AHX79124	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_17950	CY43_17950	AHX79149	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_17955	CY43_17955	AHX79150	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_17960	CY43_17960	AHX79151	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_17965	CY43_17965	AHX79152	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_17970	CY43_17970	AHX79153	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_17975	CY43_17975	AHX79154	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_17980	CY43_17980	AHX79155	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CY43_17985	CY43_17985	AHX79156	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_17990	CY43_17990	AHX79157	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_17995	CY43_17995	AHX79158	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_18000	CY43_18000	AHX79159	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_18005	CY43_18005	AHX79160	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_18085	CY43_18085	AHX79175	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_18090	CY43_18090	AHX79176	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_18095	CY43_18095	AHX79177	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_18100	CY43_18100	AHX79178	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_18105	CY43_18105	AHX79179	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
CY43_18110	CY43_18110	AHX79180	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_18115	CY43_18115	AHX79181	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_18120	CY43_18120	AHX79182	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_18140	CY43_18140	AHX79186	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_18145	CY43_18145	AHX79187	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_18150	CY43_18150	AHX79188	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_18155	CY43_18155	AHX79189	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_18170	CY43_18170	AHX79192	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_18175	CY43_18175	AHX79193	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_18180	CY43_18180	AHX79194	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_18195	CY43_18195	AHX79197	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_18215	CY43_18215	AHX79201	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CY43_18230	CY43_18230	AHX79204	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_18235	CY43_18235	AHX79205	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_18255	CY43_18255	AHX79209	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_18265	CY43_18265	AHX79211	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CY43_18270	CY43_18270	AHX79212	protein_coding	0	0	0	3	0	2	0	0	0	0	0	0	0	0	1
CY43_18280	CY43_18280	AHX79213	protein_coding	0	0	0	3	0	1	0	0	0	0	0	0	0	0	2
CY43_18285	CY43_18285	AHX79214	protein_coding	0	0	0	3	0	1	0	0	0	0	0	0	0	0	2
CY43_18290	CY43_18290	AHX79215	protein_coding	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1
CY43_18295	CY43_18295	AHX79216	protein_coding	0	1	0	2	0	1	0	0	0	0	0	0	0	1	1
CY43_18300	CY43_18300	AHX79217	protein_coding	0	0	0	5	0	3	0	0	0	0	0	0	0	0	2
CY43_18305	CY43_18305	AHX79218	protein_coding	0	0	0	5	0	2	0	0	0	0	0	0	0	0	3
CY43_18310	CY43_18310	AHX79219	protein_coding	0	0	1	3	0	1	0	1	0	0	0	0	0	0	2
CY43_18325	CY43_18325	AHX79222	protein_coding	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0
CY43_18330	CY43_18330	AHX79223	protein_coding	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0
CY43_18340	CY43_18340	AHX79225	protein_coding	0	0	0	3	0	1	0	0	0	0	0	0	0	0	2
CY43_18345	CY43_18345	AHX79226	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_18350	CY43_18350	AHX79227	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_18355	CY43_18355	AHX79228	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CY43_18360	CY43_18360	AHX79229	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_18380	CY43_18380	AHX79233	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_18385	CY43_18385	AHX79234	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_18390	CY43_18390	AHX79235	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_18400	CY43_18400	AHX79237	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CY43_18405	CY43_18405	AHX79238	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_18410	CY43_18410	AHX79239	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_18415	CY43_18415	AHX79240	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_18425	CY43_18425	AHX79241	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_18525	CY43_18525	AHX79260	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_18535	CY43_18535	AHX79262	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_18540	CY43_18540	AHX79263	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_18550	CY43_18550	AHX79265	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_18555	CY43_18555	AHX79266	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_18560	CY43_18560	AHX79267	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_18570	CY43_18570	AHX79269	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_18575	CY43_18575	AHX79270	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_18580	CY43_18580	AHX79271	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_18585	CY43_18585	AHX79272	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_18590	CY43_18590	AHX79273	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_18595	CY43_18595	AHX79274	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_18600	CY43_18600	AHX79275	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_18605	CY43_18605	AHX79276	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_18610	CY43_18610	AHX79277	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
CY43_18615	CY43_18615	AHX79278	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_18620	CY43_18620	AHX79279	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_18625	CY43_18625	AHX79280	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_18660	CY43_18660	AHX79287	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_18665	CY43_18665	AHX79288	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_18670	CY43_18670	AHX79289	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_18675	CY43_18675	AHX79290	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_18680	CY43_18680	AHX79291	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CY43_18685	CY43_18685	AHX79292	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_18690	CY43_18690	AHX79293	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_18695	CY43_18695	AHX79294	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_18720	CY43_18720	AHX79299	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_18725	CY43_18725	AHX79300	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_18730	CY43_18730	AHX79301	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_18735	CY43_18735	AHX79302	protein_coding	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1
CY43_18740	CY43_18740	AHX79303	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_18745	CY43_18745	AHX79304	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_18750	CY43_18750	AHX79305	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_18755	CY43_18755	AHX79306	protein_coding	0	0	0	3	0	2	0	0	0	0	0	0	0	0	1
CY43_18760	CY43_18760	AHX79307	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_18765	CY43_18765	AHX79308	protein_coding	0	1	0	2	0	1	0	0	0	0	0	0	0	1	1
CY43_18770	CY43_18770	AHX79309	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_18775	CY43_18775	AHX79310	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_18785	CY43_18785	AHX79312	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_18790	CY43_18790	AHX79313	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_18795	CY43_18795	AHX79314	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_18800	CY43_18800	AHX79315	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_18805	CY43_18805	AHX79316	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_18825	CY43_18825	AHX79319	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_18840	CY43_18840	AHX79322	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_18845	CY43_18845	AHX79323	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_18850	CY43_18850	AHX79324	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1
CY43_18855	CY43_18855	AHX79325	protein_coding	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0
CY43_18860	CY43_18860	AHX79326	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
CY43_18865	CY43_18865	AHX79327	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_18870	CY43_18870	CY43_18870-1	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_18875	CY43_18875	AHX79328	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_18880	CY43_18880	AHX79329	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_19080	CY43_19080	AHX79369	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_19090	CY43_19090	AHX79371	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_19095	CY43_19095	AHX79372	protein_coding	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0
CY43_19100	CY43_19100	AHX79373	protein_coding	0	0	0	3	0	1	0	0	0	0	0	0	0	0	2
CY43_19105	CY43_19105	AHX79374	protein_coding	0	0	0	3	0	2	0	0	0	0	0	0	0	0	1
CY43_19110	CY43_19110	AHX79375	protein_coding	0	0	0	3	0	1	0	0	0	0	0	0	0	0	2
CY43_19115	CY43_19115	AHX79376	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0
CY43_19120	CY43_19120	AHX79377	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
CY43_19125	CY43_19125	AHX79378	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_19130	CY43_19130	AHX79379	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_19155	CY43_19155	AHX79384	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_19160	CY43_19160	AHX79385	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
CY43_19165	CY43_19165	AHX79386	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_19175	CY43_19175	AHX79388	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_19180	CY43_19180	AHX79389	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_19185	CY43_19185	AHX79390	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_19255	CY43_19255	AHX79404	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_19260	CY43_19260	AHX79405	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_19265	CY43_19265	AHX79406	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_19270	CY43_19270	AHX79407	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_19275	CY43_19275	AHX79408	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
CY43_19280	CY43_19280	AHX79409	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_19290	CY43_19290	AHX79410	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_19295	CY43_19295	AHX79411	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_19300	CY43_19300	AHX79412	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_19305	CY43_19305	AHX79413	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_19450	CY43_19450	AHX79441	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_19455	CY43_19455	AHX79442	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_19460	CY43_19460	CY43_19460-1	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_19465	CY43_19465	AHX79443	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_19475	CY43_19475	AHX79444	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_19485	CY43_19485	AHX79445	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_19535	CY43_19535	AHX79453	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_19540	CY43_19540	AHX79454	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_19545	CY43_19545	AHX79455	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_19550	CY43_19550	AHX79456	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_19555	CY43_19555	AHX79457	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_19560	CY43_19560	AHX79458	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_19565	CY43_19565	AHX79459	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CY43_19570	CY43_19570	AHX79460	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_19575	CY43_19575	AHX79461	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_19580	CY43_19580	AHX79462	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_19590	CY43_19590	AHX79464	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_19595	CY43_19595	AHX79465	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CY43_19600	CY43_19600	AHX79466	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_19610	CY43_19610	AHX79468	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_19620	CY43_19620	AHX79470	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_19625	CY43_19625	AHX79471	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_19855	CY43_19855	AHX79511	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_19860	CY43_19860	AHX79512	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_19865	CY43_19865	AHX79513	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_19870	CY43_19870	AHX79514	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_19875	CY43_19875	AHX79515	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_19880	CY43_19880	AHX79516	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1
CY43_19885	CY43_19885	AHX79517	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_19890	CY43_19890	AHX79518	protein_coding	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1
CY43_19895	CY43_19895	AHX79519	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_19900	CY43_19900	AHX79520	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_19960	CY43_19960	AHX79532	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_19965	CY43_19965	AHX79533	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_19970	CY43_19970	AHX79534	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_19975	CY43_19975	AHX79535	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_19980	CY43_19980	AHX79536	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_19985	CY43_19985	AHX79537	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_19990	CY43_19990	AHX79538	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
CY43_19995	CY43_19995	AHX79539	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_20000	CY43_20000	AHX79540	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_20005	CY43_20005	AHX79541	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_20180	CY43_20180	AHX79574	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_20185	CY43_20185	AHX79575	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_20190	CY43_20190	AHX79576	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_20195	CY43_20195	AHX79577	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_20200	CY43_20200	AHX79578	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_20215	CY43_20215	AHX79581	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_20220	CY43_20220	AHX79582	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_20225	CY43_20225	AHX79583	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_20230	CY43_20230	AHX79584	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_20235	CY43_20235	AHX79585	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_20250	CY43_20250	AHX79587	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CY43_20265	CY43_20265	AHX79589	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_20270	CY43_20270	AHX79590	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
CY43_20275	CY43_20275	AHX79591	protein_coding	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0
CY43_20280	CY43_20280	AHX79592	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
CY43_20285	CY43_20285	AHX79593	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
CY43_20290	CY43_20290	AHX79594	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_20295	CY43_20295	AHX79595	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_20300	CY43_20300	AHX79596	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_20455	CY43_20455	AHX79620	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_20460	CY43_20460	AHX79621	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_20465	CY43_20465	AHX79622	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_20470	CY43_20470	AHX79623	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_20475	CY43_20475	AHX79624	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_20480	CY43_20480	AHX79625	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_20485	CY43_20485	AHX79626	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_20490	CY43_20490	AHX79627	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_20495	CY43_20495	AHX79628	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_20500	CY43_20500	AHX79629	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_20660	CY43_20660	AHX79656	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_20670	CY43_20670	AHX79658	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_20680	CY43_20680	AHX79660	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_20685	CY43_20685	AHX79661	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_20695	CY43_20695	AHX79662	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_20700	CY43_20700	AHX79663	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_20705	CY43_20705	AHX79664	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_20710	CY43_20710	AHX79665	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_20725	CY43_20725	AHX79668	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_20730	CY43_20730	AHX79669	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_20735	CY43_20735	AHX79670	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_20740	CY43_20740	AHX79671	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_20745	CY43_20745	AHX79672	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
CY43_20755	CY43_20755	AHX79673	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_20760	CY43_20760	AHX79674	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CY43_20765	CY43_20765	AHX79675	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_20770	CY43_20770	AHX79676	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CY43_20825	CY43_20825	AHX79687	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
